equipment_id,timestamp,temperature,vibration,rpm,run_state
EQ-03,2026-08-04T15:41:00,63.222,2.114,1813.0,RUN
EQ-04,2026-08-04T15:41:00,57.437,1.815,1602.3,RUN
EQ-05,2026-08-04T15:41:00,75.376,2.207,2204.4,RUN
EQ-06,2026-08-04T15:41:00,65.848,2.16,1904.8,RUN
EQ-01,2026-08-04T15:42:00,63.185,1.829,1804.4,RUN
EQ-02,2026-08-04T15:42:00,68.794,2.377,1997.6,RUN
EQ-03,2026-08-04T15:42:00,62.9,1.882,1796.1,RUN
EQ-04,2026-08-04T15:42:00,56.874,1.95,1608.6,RUN
EQ-05,2026-08-04T15:42:00,75.374,2.297,2205.3,RUN
EQ-06,2026-08-04T15:42:00,65.983,2.162,1900.2,RUN
EQ-01,2026-08-04T15:43:00,63.196,2.003,1804.8,RUN
EQ-02,2026-08-04T15:43:00,68.548,2.167,2001.7,RUN
EQ-03,2026-08-04T15:43:00,62.936,1.947,1803.1,RUN
EQ-04,2026-08-04T15:43:00,57.632,1.864,1594.8,RUN
EQ-05,2026-08-04T15:43:00,75.002,2.681,2203.1,RUN
EQ-06,2026-08-04T15:43:00,66.269,2.069,1902.2,RUN
EQ-01,2026-08-04T15:44:00,62.665,1.892,1790.7,RUN
EQ-02,2026-08-04T15:44:00,68.649,2.267,1997.7,RUN
EQ-03,2026-08-04T15:44:00,63.048,1.872,1804.9,RUN
EQ-04,2026-08-04T15:44:00,56.587,1.886,1600.3,RUN
EQ-05,2026-08-04T15:44:00,75.74,2.571,2201.1,RUN
EQ-06,2026-08-04T15:44:00,65.723,2.188,1899.6,RUN
EQ-01,2026-08-04T15:45:00,62.972,2.104,1802.3,RUN
EQ-02,2026-08-04T15:45:00,68.697,2.134,2002.5,RUN
EQ-03,2026-08-04T15:45:00,62.747,1.934,1793.0,RUN
EQ-04,2026-08-04T15:45:00,57.042,1.764,1594.8,RUN
EQ-05,2026-08-04T15:45:00,75.241,2.564,2214.9,RUN
EQ-06,2026-08-04T15:45:00,66.044,2.032,1905.1,RUN
EQ-01,2026-08-04T15:46:00,62.48,1.893,1804.4,RUN
EQ-02,2026-08-04T15:46:00,68.55,2.293,1999.6,RUN
EQ-03,2026-08-04T15:46:00,62.802,2.122,1796.3,RUN
EQ-04,2026-08-04T15:46:00,57.368,1.812,1600.8,RUN
EQ-05,2026-08-04T15:46:00,75.8,2.214,2207.6,RUN
EQ-06,2026-08-04T15:46:00,65.938,2.063,1911.4,RUN
EQ-01,2026-08-04T15:47:00,62.306,2.032,1801.3,RUN
EQ-02,2026-08-04T15:47:00,69.236,2.303,1991.6,RUN
EQ-03,2026-08-04T15:47:00,62.844,1.942,1807.5,RUN
EQ-04,2026-08-04T15:47:00,57.178,1.791,1591.3,RUN
EQ-05,2026-08-04T15:47:00,74.974,2.492,2194.3,RUN
EQ-06,2026-08-04T15:47:00,65.843,2.122,1893.6,RUN
EQ-01,2026-08-04T15:48:00,63.265,1.862,1803.0,RUN
EQ-02,2026-08-04T15:48:00,68.735,2.022,1989.2,RUN
EQ-03,2026-08-04T15:48:00,63.107,1.982,1803.9,RUN
EQ-04,2026-08-04T15:48:00,56.976,1.65,1608.4,RUN
EQ-05,2026-08-04T15:48:00,74.487,2.534,2198.4,RUN
EQ-06,2026-08-04T15:48:00,66.241,2.195,1901.8,RUN
EQ-01,2026-08-04T15:49:00,62.742,2.312,1788.4,RUN
EQ-02,2026-08-04T15:49:00,68.397,2.141,1987.2,RUN
EQ-03,2026-08-04T15:49:00,63.568,1.914,1800.4,RUN
EQ-04,2026-08-04T15:49:00,57.609,1.837,1605.0,RUN
EQ-05,2026-08-04T15:49:00,75.147,2.57,2215.9,RUN
EQ-06,2026-08-04T15:49:00,65.974,2.068,1906.9,RUN
EQ-01,2026-08-04T15:50:00,63.31,2.06,1794.1,RUN
EQ-02,2026-08-04T15:50:00,68.908,2.204,1997.5,RUN
EQ-03,2026-08-04T15:50:00,62.568,2.087,1790.5,RUN
EQ-04,2026-08-04T15:50:00,56.763,1.779,1598.5,RUN
EQ-05,2026-08-04T15:50:00,75.488,2.45,2185.9,RUN
EQ-06,2026-08-04T15:50:00,65.72,1.933,1899.2,RUN
EQ-01,2026-08-04T15:51:00,63.391,1.983,1808.2,RUN
EQ-02,2026-08-04T15:51:00,68.658,2.16,2005.0,RUN
EQ-03,2026-08-04T15:51:00,63.087,1.927,1796.5,RUN
EQ-04,2026-08-04T15:51:00,57.258,1.906,1603.2,RUN
EQ-05,2026-08-04T15:51:00,75.164,2.479,2197.9,RUN
EQ-06,2026-08-04T15:51:00,66.327,2.24,1892.0,RUN
EQ-01,2026-08-04T15:52:00,62.786,1.965,1798.3,RUN
EQ-02,2026-08-04T15:52:00,69.557,2.327,1995.6,RUN
EQ-03,2026-08-04T15:52:00,62.922,2.147,1803.1,RUN
EQ-04,2026-08-04T15:52:00,57.002,1.619,1602.9,RUN
EQ-05,2026-08-04T15:52:00,75.374,2.496,2193.4,RUN
EQ-06,2026-08-04T15:52:00,66.403,2.015,1910.7,RUN
EQ-01,2026-08-04T15:53:00,63.208,1.934,1813.3,RUN
EQ-02,2026-08-04T15:53:00,69.092,2.151,1998.5,RUN
EQ-03,2026-08-04T15:53:00,62.942,1.953,1781.1,RUN
EQ-04,2026-08-04T15:53:00,57.489,1.743,1604.4,RUN
EQ-05,2026-08-04T15:53:00,75.327,2.598,2194.9,RUN
EQ-06,2026-08-04T15:53:00,66.337,2.182,1902.2,RUN
EQ-01,2026-08-04T15:54:00,62.769,1.909,1792.3,RUN
EQ-02,2026-08-04T15:54:00,68.53,2.309,1996.1,RUN
EQ-03,2026-08-04T15:54:00,62.83,2.291,1804.9,RUN
EQ-04,2026-08-04T15:54:00,57.017,1.578,1594.5,RUN
EQ-05,2026-08-04T15:54:00,75.023,2.395,2189.7,RUN
EQ-06,2026-08-04T15:54:00,65.801,1.997,1907.2,RUN
EQ-01,2026-08-04T15:55:00,62.353,1.905,1809.4,RUN
EQ-02,2026-08-04T15:55:00,69.243,2.281,1995.0,RUN
EQ-03,2026-08-04T15:55:00,63.399,2.144,1806.8,RUN
EQ-04,2026-08-04T15:55:00,57.221,1.848,1603.5,RUN
EQ-05,2026-08-04T15:55:00,76.315,2.487,2203.7,RUN
EQ-06,2026-08-04T15:55:00,66.141,1.857,1911.0,RUN
EQ-01,2026-08-04T15:56:00,63.042,2.201,1796.3,RUN
EQ-02,2026-08-04T15:56:00,69.072,2.21,2013.2,RUN
EQ-03,2026-08-04T15:56:00,62.149,1.994,1810.8,RUN
EQ-04,2026-08-04T15:56:00,57.111,1.898,1594.4,RUN
EQ-05,2026-08-04T15:56:00,75.296,2.708,2205.8,RUN
EQ-06,2026-08-04T15:56:00,66.045,2.059,1889.9,RUN
EQ-01,2026-08-04T15:57:00,62.833,1.934,1805.2,RUN
EQ-02,2026-08-04T15:57:00,68.958,2.314,1995.2,RUN
EQ-03,2026-08-04T15:57:00,62.6,2.008,1807.6,RUN
EQ-04,2026-08-04T15:57:00,57.194,1.846,1606.2,RUN
EQ-05,2026-08-04T15:57:00,75.107,2.488,2201.0,RUN
EQ-06,2026-08-04T15:57:00,66.029,2.206,1900.4,RUN
EQ-01,2026-08-04T15:58:00,62.842,1.744,1798.2,RUN
EQ-02,2026-08-04T15:58:00,69.591,2.038,1991.9,RUN
EQ-03,2026-08-04T15:58:00,63.378,2.164,1802.4,RUN
EQ-04,2026-08-04T15:58:00,57.268,2.037,1602.9,RUN
EQ-05,2026-08-04T15:58:00,76.265,2.459,2199.9,RUN
EQ-06,2026-08-04T15:58:00,66.18,1.96,1901.0,RUN
EQ-01,2026-08-04T15:59:00,63.687,1.86,1800.7,RUN
EQ-02,2026-08-04T15:59:00,68.698,2.215,1994.6,RUN
EQ-03,2026-08-04T15:59:00,63.403,2.039,1804.7,RUN
EQ-04,2026-08-04T15:59:00,57.229,1.867,1597.2,RUN
EQ-05,2026-08-04T15:59:00,75.01,2.694,2196.5,RUN
EQ-06,2026-08-04T15:59:00,66.216,2.077,1901.9,RUN
EQ-01,2026-08-04T16:00:00,62.46,2.111,1803.6,RUN
EQ-02,2026-08-04T16:00:00,69.4,2.13,2000.4,RUN
EQ-03,2026-08-04T16:00:00,63.61,2.072,1797.9,RUN
EQ-04,2026-08-04T16:00:00,57.192,1.695,1608.7,RUN
EQ-05,2026-08-04T16:00:00,75.375,2.469,2206.4,RUN
EQ-06,2026-08-04T16:00:00,66.54,2.193,1901.4,RUN
EQ-01,2026-08-04T16:01:00,63.127,1.97,1796.3,RUN
EQ-02,2026-08-04T16:01:00,68.894,2.21,1996.6,RUN
EQ-03,2026-08-04T16:01:00,63.1,2.254,1796.7,RUN
EQ-04,2026-08-04T16:01:00,56.968,1.947,1608.5,RUN
EQ-05,2026-08-04T16:01:00,75.133,2.603,2206.6,RUN
EQ-06,2026-08-04T16:01:00,66.169,2.16,1909.2,RUN
EQ-01,2026-08-04T16:02:00,62.644,1.984,1804.8,RUN
EQ-02,2026-08-04T16:02:00,69.029,2.167,2001.7,RUN
EQ-03,2026-08-04T16:02:00,63.161,2.025,1802.6,RUN
EQ-04,2026-08-04T16:02:00,57.293,2.048,1596.2,RUN
EQ-05,2026-08-04T16:02:00,74.908,2.638,2209.5,RUN
EQ-06,2026-08-04T16:02:00,66.125,2.526,1893.4,RUN
EQ-01,2026-08-04T16:03:00,63.309,2.14,1798.4,RUN
EQ-02,2026-08-04T16:03:00,68.772,2.23,1995.6,RUN
EQ-03,2026-08-04T16:03:00,62.339,1.748,1795.1,RUN
EQ-04,2026-08-04T16:03:00,56.798,1.883,1593.9,RUN
EQ-05,2026-08-04T16:03:00,75.662,2.417,2192.4,RUN
EQ-06,2026-08-04T16:03:00,66.136,2.189,1902.7,RUN
EQ-01,2026-08-04T16:04:00,63.094,1.907,1801.1,RUN
EQ-02,2026-08-04T16:04:00,68.793,2.224,1996.5,RUN
EQ-03,2026-08-04T16:04:00,62.99,2.021,1797.4,RUN
EQ-04,2026-08-04T16:04:00,57.34,1.712,1594.6,RUN
EQ-05,2026-08-04T16:04:00,75.343,2.517,2196.6,RUN
EQ-06,2026-08-04T16:04:00,66.577,2.138,1886.1,RUN
EQ-01,2026-08-04T16:05:00,63.121,2.076,1784.1,RUN
EQ-02,2026-08-04T16:05:00,68.88,2.239,1995.8,RUN
EQ-03,2026-08-04T16:05:00,63.184,2.141,1813.1,RUN
EQ-04,2026-08-04T16:05:00,57.202,1.723,1601.1,RUN
EQ-05,2026-08-04T16:05:00,74.893,2.457,2199.6,RUN
EQ-06,2026-08-04T16:05:00,65.513,2.068,1895.6,RUN
EQ-01,2026-08-04T16:06:00,62.656,1.92,1798.0,RUN
EQ-02,2026-08-04T16:06:00,68.366,2.244,1999.5,RUN
EQ-03,2026-08-04T16:06:00,62.816,2.038,1795.6,RUN
EQ-04,2026-08-04T16:06:00,56.422,1.843,1596.6,RUN
EQ-05,2026-08-04T16:06:00,76.032,2.332,2204.7,RUN
EQ-06,2026-08-04T16:06:00,66.367,2.038,1908.0,RUN
EQ-01,2026-08-04T16:07:00,62.718,2.069,1807.6,RUN
EQ-02,2026-08-04T16:07:00,69.151,2.292,2004.3,RUN
EQ-03,2026-08-04T16:07:00,62.954,1.861,1801.4,RUN
EQ-04,2026-08-04T16:07:00,57.273,1.752,1601.2,RUN
EQ-05,2026-08-04T16:07:00,75.344,2.337,2198.2,RUN
EQ-06,2026-08-04T16:07:00,66.183,2.117,1900.6,RUN
EQ-01,2026-08-04T16:08:00,63.309,1.953,1804.2,RUN
EQ-02,2026-08-04T16:08:00,69.069,2.072,2004.9,RUN
EQ-03,2026-08-04T16:08:00,63.416,1.99,1790.3,RUN
EQ-04,2026-08-04T16:08:00,57.798,1.931,1606.6,RUN
EQ-05,2026-08-04T16:08:00,75.793,2.546,2204.2,RUN
EQ-06,2026-08-04T16:08:00,66.004,2.181,1891.3,RUN
EQ-01,2026-08-04T16:09:00,63.603,1.971,1805.3,RUN
EQ-02,2026-08-04T16:09:00,68.503,2.284,2008.4,RUN
EQ-03,2026-08-04T16:09:00,63.493,2.178,1795.1,RUN
EQ-04,2026-08-04T16:09:00,57.168,1.773,1610.5,RUN
EQ-05,2026-08-04T16:09:00,75.819,2.543,2189.5,RUN
EQ-06,2026-08-04T16:09:00,66.109,1.918,1891.5,RUN
EQ-01,2026-08-04T16:10:00,63.15,2.098,1800.3,RUN
EQ-02,2026-08-04T16:10:00,69.257,2.041,1992.1,RUN
EQ-03,2026-08-04T16:10:00,63.07,1.83,1795.1,RUN
EQ-04,2026-08-04T16:10:00,57.264,1.903,1591.0,RUN
EQ-05,2026-08-04T16:10:00,74.79,2.534,2203.9,RUN
EQ-06,2026-08-04T16:10:00,66.483,2.059,1900.5,RUN
EQ-01,2026-08-04T16:11:00,62.667,2.09,1810.1,RUN
EQ-02,2026-08-04T16:11:00,69.535,1.888,1993.8,RUN
EQ-03,2026-08-04T16:11:00,62.963,1.794,1799.3,RUN
EQ-04,2026-08-04T16:11:00,56.95,1.884,1585.7,RUN
EQ-05,2026-08-04T16:11:00,75.594,2.454,2196.0,RUN
EQ-06,2026-08-04T16:11:00,66.167,1.967,1907.2,RUN
EQ-01,2026-08-04T16:12:00,63.098,1.98,1801.7,RUN
EQ-02,2026-08-04T16:12:00,68.791,2.46,1994.5,RUN
EQ-03,2026-08-04T16:12:00,63.234,1.9,1794.7,RUN
EQ-04,2026-08-04T16:12:00,58.029,1.634,1598.4,RUN
EQ-05,2026-08-04T16:12:00,75.704,2.344,2192.9,RUN
EQ-06,2026-08-04T16:12:00,66.183,1.983,1891.6,RUN
EQ-01,2026-08-04T16:13:00,63.828,1.943,1796.0,RUN
EQ-02,2026-08-04T16:13:00,68.747,2.11,2000.0,RUN
EQ-03,2026-08-04T16:13:00,62.849,2.138,1798.3,RUN
EQ-04,2026-08-04T16:13:00,57.983,1.79,1592.8,RUN
EQ-05,2026-08-04T16:13:00,75.383,2.713,2199.8,RUN
EQ-06,2026-08-04T16:13:00,65.975,2.259,1907.3,RUN
EQ-01,2026-08-04T16:14:00,63.012,2.192,1805.1,RUN
EQ-02,2026-08-04T16:14:00,69.41,2.169,1993.5,RUN
EQ-03,2026-08-04T16:14:00,63.342,1.754,1796.9,RUN
EQ-04,2026-08-04T16:14:00,57.803,1.925,1596.1,RUN
EQ-05,2026-08-04T16:14:00,75.699,2.367,2203.6,RUN
EQ-06,2026-08-04T16:14:00,66.288,2.143,1900.6,RUN
EQ-01,2026-08-04T16:15:00,63.487,2.071,1805.5,RUN
EQ-02,2026-08-04T16:15:00,69.16,1.999,1995.9,RUN
EQ-03,2026-08-04T16:15:00,62.792,2.015,1798.8,RUN
EQ-04,2026-08-04T16:15:00,57.929,1.784,1599.0,RUN
EQ-05,2026-08-04T16:15:00,75.166,2.516,2192.7,RUN
EQ-06,2026-08-04T16:15:00,66.298,2.247,1887.8,RUN
EQ-01,2026-08-04T16:16:00,62.715,1.953,1803.8,RUN
EQ-02,2026-08-04T16:16:00,68.97,2.168,2004.1,RUN
EQ-03,2026-08-04T16:16:00,63.236,2.06,1790.0,RUN
EQ-04,2026-08-04T16:16:00,56.885,1.842,1604.9,RUN
EQ-05,2026-08-04T16:16:00,75.892,2.379,2208.9,RUN
EQ-06,2026-08-04T16:16:00,65.281,2.231,1899.2,RUN
EQ-01,2026-08-04T16:17:00,62.958,1.922,1797.6,RUN
EQ-02,2026-08-04T16:17:00,69.302,2.248,2006.4,RUN
EQ-03,2026-08-04T16:17:00,62.966,2.0,1790.6,RUN
EQ-04,2026-08-04T16:17:00,56.747,1.821,1600.5,RUN
EQ-05,2026-08-04T16:17:00,75.153,2.407,2195.7,RUN
EQ-06,2026-08-04T16:17:00,66.094,2.027,1900.8,RUN
EQ-01,2026-08-04T16:18:00,63.188,2.123,1801.7,RUN
EQ-02,2026-08-04T16:18:00,69.111,2.252,2004.2,RUN
EQ-03,2026-08-04T16:18:00,62.754,1.822,1804.6,RUN
EQ-04,2026-08-04T16:18:00,58.183,1.7,1596.5,RUN
EQ-05,2026-08-04T16:18:00,75.884,2.401,2214.6,RUN
EQ-06,2026-08-04T16:18:00,66.864,2.078,1897.2,RUN
EQ-01,2026-08-04T16:19:00,63.109,2.014,1808.4,RUN
EQ-02,2026-08-04T16:19:00,69.514,2.078,2001.9,RUN
EQ-03,2026-08-04T16:19:00,63.095,2.016,1796.5,RUN
EQ-04,2026-08-04T16:19:00,57.132,2.008,1601.4,RUN
EQ-05,2026-08-04T16:19:00,75.492,2.468,2193.5,RUN
EQ-06,2026-08-04T16:19:00,66.563,2.239,1904.4,RUN
EQ-01,2026-08-04T16:20:00,62.7,1.98,1802.9,RUN
EQ-02,2026-08-04T16:20:00,69.006,2.17,1996.0,RUN
EQ-03,2026-08-04T16:20:00,62.831,1.869,1801.1,RUN
EQ-04,2026-08-04T16:20:00,56.897,1.71,1599.7,RUN
EQ-05,2026-08-04T16:20:00,75.469,2.524,2194.6,RUN
EQ-06,2026-08-04T16:20:00,66.37,1.979,1903.8,RUN
EQ-01,2026-08-04T16:21:00,62.683,2.014,1791.1,RUN
EQ-02,2026-08-04T16:21:00,69.16,2.267,2000.1,RUN
EQ-03,2026-08-04T16:21:00,63.315,2.017,1802.3,RUN
EQ-04,2026-08-04T16:21:00,57.348,1.689,1598.1,RUN
EQ-05,2026-08-04T16:21:00,74.871,2.558,2194.2,RUN
EQ-06,2026-08-04T16:21:00,65.994,2.125,1900.2,RUN
EQ-01,2026-08-04T16:22:00,63.311,2.041,1796.2,RUN
EQ-02,2026-08-04T16:22:00,69.393,2.251,2006.8,RUN
EQ-03,2026-08-04T16:22:00,62.617,1.893,1800.4,RUN
EQ-04,2026-08-04T16:22:00,56.793,1.927,1594.0,RUN
EQ-05,2026-08-04T16:22:00,75.851,2.286,2199.7,RUN
EQ-06,2026-08-04T16:22:00,66.399,2.035,1894.9,RUN
EQ-01,2026-08-04T16:23:00,63.381,1.993,1795.9,RUN
EQ-02,2026-08-04T16:23:00,68.151,2.238,2004.0,RUN
EQ-03,2026-08-04T16:23:00,63.042,2.04,1791.9,RUN
EQ-04,2026-08-04T16:23:00,57.275,1.735,1597.6,RUN
EQ-05,2026-08-04T16:23:00,75.004,2.289,2207.1,RUN
EQ-06,2026-08-04T16:23:00,66.082,2.03,1903.4,RUN
EQ-01,2026-08-04T16:24:00,63.491,2.144,1795.5,RUN
EQ-02,2026-08-04T16:24:00,69.403,2.314,2005.3,RUN
EQ-03,2026-08-04T16:24:00,62.706,1.994,1787.6,RUN
EQ-04,2026-08-04T16:24:00,56.892,1.81,1603.4,RUN
EQ-05,2026-08-04T16:24:00,75.93,2.408,2196.4,RUN
EQ-06,2026-08-04T16:24:00,65.385,2.13,1898.2,RUN
EQ-01,2026-08-04T16:25:00,63.592,2.151,1787.3,RUN
EQ-02,2026-08-04T16:25:00,68.828,2.21,2005.7,RUN
EQ-03,2026-08-04T16:25:00,63.381,1.848,1797.4,RUN
EQ-04,2026-08-04T16:25:00,57.497,1.852,1603.5,RUN
EQ-05,2026-08-04T16:25:00,75.45,2.456,2199.1,RUN
EQ-06,2026-08-04T16:25:00,65.936,2.103,1901.7,RUN
EQ-01,2026-08-04T16:26:00,63.006,2.064,1811.3,RUN
EQ-02,2026-08-04T16:26:00,69.178,2.39,1998.0,RUN
EQ-03,2026-08-04T16:26:00,63.209,2.066,1800.1,RUN
EQ-04,2026-08-04T16:26:00,56.872,1.923,1593.7,RUN
EQ-05,2026-08-04T16:26:00,75.474,2.368,2196.7,RUN
EQ-06,2026-08-04T16:26:00,65.456,2.033,1906.1,RUN
EQ-01,2026-08-04T16:27:00,62.848,2.165,1794.7,RUN
EQ-02,2026-08-04T16:27:00,69.584,2.188,2003.8,RUN
EQ-03,2026-08-04T16:27:00,62.942,1.982,1808.3,RUN
EQ-04,2026-08-04T16:27:00,56.762,1.549,1597.9,RUN
EQ-05,2026-08-04T16:27:00,75.139,2.5,2203.5,RUN
EQ-06,2026-08-04T16:27:00,65.956,2.139,1900.8,RUN
EQ-01,2026-08-04T16:28:00,63.428,2.001,1795.2,RUN
EQ-02,2026-08-04T16:28:00,68.893,2.306,1997.7,RUN
EQ-03,2026-08-04T16:28:00,62.95,2.038,1811.7,RUN
EQ-04,2026-08-04T16:28:00,56.846,1.783,1594.4,RUN
EQ-05,2026-08-04T16:28:00,75.178,2.448,2201.5,RUN
EQ-06,2026-08-04T16:28:00,66.772,2.254,1902.9,RUN
EQ-01,2026-08-04T16:29:00,63.204,2.083,1788.3,RUN
EQ-02,2026-08-04T16:29:00,68.839,2.31,2003.6,RUN
EQ-03,2026-08-04T16:29:00,63.544,2.024,1802.0,RUN
EQ-04,2026-08-04T16:29:00,57.291,1.765,1605.1,RUN
EQ-05,2026-08-04T16:29:00,74.725,2.363,2217.0,RUN
EQ-06,2026-08-04T16:29:00,65.737,1.866,1907.2,RUN
EQ-01,2026-08-04T16:30:00,62.608,2.121,1805.2,RUN
EQ-02,2026-08-04T16:30:00,68.977,2.026,2007.4,RUN
EQ-03,2026-08-04T16:30:00,63.218,2.12,1799.4,RUN
EQ-04,2026-08-04T16:30:00,56.955,1.796,1600.4,RUN
EQ-05,2026-08-04T16:30:00,75.605,2.568,2202.0,RUN
EQ-06,2026-08-04T16:30:00,66.275,1.999,1907.0,RUN
EQ-01,2026-08-04T16:31:00,62.589,2.122,1799.5,RUN
EQ-02,2026-08-04T16:31:00,68.486,2.276,2009.3,RUN
EQ-03,2026-08-04T16:31:00,62.686,2.069,1799.4,RUN
EQ-04,2026-08-04T16:31:00,57.478,1.893,1594.8,RUN
EQ-05,2026-08-04T16:31:00,75.446,2.518,2203.0,RUN
EQ-06,2026-08-04T16:31:00,65.474,2.003,1898.7,RUN
EQ-01,2026-08-04T16:32:00,63.121,2.11,1797.9,RUN
EQ-02,2026-08-04T16:32:00,69.763,2.146,2003.6,RUN
EQ-03,2026-08-04T16:32:00,63.276,2.049,1799.6,RUN
EQ-04,2026-08-04T16:32:00,57.157,1.978,1597.4,RUN
EQ-05,2026-08-04T16:32:00,75.878,2.501,2204.8,RUN
EQ-06,2026-08-04T16:32:00,66.036,2.216,1894.5,RUN
EQ-01,2026-08-04T16:33:00,62.885,2.076,1798.2,RUN
EQ-02,2026-08-04T16:33:00,68.976,2.102,2002.4,RUN
EQ-03,2026-08-04T16:33:00,62.75,1.772,1795.7,RUN
EQ-04,2026-08-04T16:33:00,57.381,1.825,1586.2,RUN
EQ-05,2026-08-04T16:33:00,75.213,2.422,2189.3,RUN
EQ-06,2026-08-04T16:33:00,65.392,2.146,1896.7,RUN
EQ-01,2026-08-04T16:34:00,62.936,2.235,1803.5,RUN
EQ-02,2026-08-04T16:34:00,69.566,2.172,2008.3,RUN
EQ-03,2026-08-04T16:34:00,62.999,1.947,1808.0,RUN
EQ-04,2026-08-04T16:34:00,56.834,1.708,1597.5,RUN
EQ-05,2026-08-04T16:34:00,76.031,2.38,2194.6,RUN
EQ-06,2026-08-04T16:34:00,65.482,2.089,1906.9,RUN
EQ-01,2026-08-04T16:35:00,63.319,1.935,1797.1,RUN
EQ-02,2026-08-04T16:35:00,68.871,2.242,1994.8,RUN
EQ-03,2026-08-04T16:35:00,62.209,1.683,1797.4,RUN
EQ-04,2026-08-04T16:35:00,57.106,1.828,1602.4,RUN
EQ-05,2026-08-04T16:35:00,74.948,2.598,2202.5,RUN
EQ-06,2026-08-04T16:35:00,66.188,1.93,1904.5,RUN
EQ-01,2026-08-04T16:36:00,63.208,1.981,1788.1,RUN
EQ-02,2026-08-04T16:36:00,68.998,2.035,2008.7,RUN
EQ-03,2026-08-04T16:36:00,63.227,1.82,1801.9,RUN
EQ-04,2026-08-04T16:36:00,57.151,1.87,1602.7,RUN
EQ-05,2026-08-04T16:36:00,75.41,2.47,2208.9,RUN
EQ-06,2026-08-04T16:36:00,65.885,2.31,1908.1,RUN
EQ-01,2026-08-04T16:37:00,63.406,1.974,1792.3,RUN
EQ-02,2026-08-04T16:37:00,69.315,2.226,2000.8,RUN
EQ-03,2026-08-04T16:37:00,62.706,2.125,1801.8,RUN
EQ-04,2026-08-04T16:37:00,56.876,1.834,1596.5,RUN
EQ-05,2026-08-04T16:37:00,75.55,2.317,2197.9,RUN
EQ-06,2026-08-04T16:37:00,65.906,1.986,1902.7,RUN
EQ-01,2026-08-04T16:38:00,62.262,1.956,1791.9,RUN
EQ-02,2026-08-04T16:38:00,68.597,2.197,2000.8,RUN
EQ-03,2026-08-04T16:38:00,62.866,1.93,1785.8,RUN
EQ-04,2026-08-04T16:38:00,56.983,1.928,1599.5,RUN
EQ-05,2026-08-04T16:38:00,75.484,2.557,2198.8,RUN
EQ-06,2026-08-04T16:38:00,65.934,1.963,1902.9,RUN
EQ-01,2026-08-04T16:39:00,63.025,1.761,1801.7,RUN
EQ-02,2026-08-04T16:39:00,68.945,2.347,1997.3,RUN
EQ-03,2026-08-04T16:39:00,62.449,2.122,1793.7,RUN
EQ-04,2026-08-04T16:39:00,57.296,1.719,1602.9,RUN
EQ-05,2026-08-04T16:39:00,75.167,2.716,2197.2,RUN
EQ-06,2026-08-04T16:39:00,65.187,1.768,1897.2,RUN
EQ-01,2026-08-04T16:40:00,63.178,2.165,1805.6,RUN
EQ-02,2026-08-04T16:40:00,69.296,2.147,1993.0,RUN
EQ-03,2026-08-04T16:40:00,62.998,1.891,1802.0,RUN
EQ-04,2026-08-04T16:40:00,56.56,1.726,1605.7,RUN
EQ-05,2026-08-04T16:40:00,74.822,2.372,2201.7,RUN
EQ-06,2026-08-04T16:40:00,65.776,2.012,1891.6,RUN
EQ-01,2026-08-04T16:41:00,62.399,1.877,1808.8,RUN
EQ-02,2026-08-04T16:41:00,68.903,2.366,2008.8,RUN
EQ-03,2026-08-04T16:41:00,62.958,1.968,1807.3,RUN
EQ-04,2026-08-04T16:41:00,56.995,1.822,1598.5,RUN
EQ-05,2026-08-04T16:41:00,75.309,2.471,2209.8,RUN
EQ-06,2026-08-04T16:41:00,65.922,2.055,1886.6,RUN
EQ-01,2026-08-04T16:42:00,62.702,2.02,1790.2,RUN
EQ-02,2026-08-04T16:42:00,68.806,2.269,2002.4,RUN
EQ-03,2026-08-04T16:42:00,62.485,2.003,1801.1,RUN
EQ-04,2026-08-04T16:42:00,57.107,1.939,1604.4,RUN
EQ-05,2026-08-04T16:42:00,75.107,2.452,2197.4,RUN
EQ-06,2026-08-04T16:42:00,66.059,2.06,1897.2,RUN
EQ-01,2026-08-04T16:43:00,62.635,1.829,1803.7,RUN
EQ-02,2026-08-04T16:43:00,69.364,2.219,1997.8,RUN
EQ-03,2026-08-04T16:43:00,62.941,2.171,1804.0,RUN
EQ-04,2026-08-04T16:43:00,56.695,2.008,1594.0,RUN
EQ-05,2026-08-04T16:43:00,75.961,2.549,2208.1,RUN
EQ-06,2026-08-04T16:43:00,64.998,2.175,1895.0,RUN
EQ-01,2026-08-04T16:44:00,62.935,2.074,1796.3,RUN
EQ-02,2026-08-04T16:44:00,69.462,2.376,2002.1,RUN
EQ-03,2026-08-04T16:44:00,62.835,2.105,1793.3,RUN
EQ-04,2026-08-04T16:44:00,56.423,1.865,1602.8,RUN
EQ-05,2026-08-04T16:44:00,75.484,2.462,2187.4,RUN
EQ-06,2026-08-04T16:44:00,66.282,2.141,1895.9,RUN
EQ-01,2026-08-04T16:45:00,63.495,1.906,1817.5,RUN
EQ-02,2026-08-04T16:45:00,69.516,2.454,1998.0,RUN
EQ-03,2026-08-04T16:45:00,63.354,1.926,1800.2,RUN
EQ-04,2026-08-04T16:45:00,57.117,1.84,1601.6,RUN
EQ-05,2026-08-04T16:45:00,75.337,2.398,2205.8,RUN
EQ-06,2026-08-04T16:45:00,65.549,2.163,1915.5,RUN
